"Datum","Transaktionsstatus","Transaktionstyp","Transaktionsnummer","Produktdetails","Artikelpreise gesamt","Gesamtsumme der Aktionsrabatte","Amazon-Gebühren","Andere","Summe (EUR)"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-8829582-0659512","Tajima Ersatzklingen für Cutter (Breite ...","14.09","0","-4.55","2.68","12.22"
"13.1.2023","Veröffentlicht","Erstattung","306-7064190-6638732","BAHCO BELZER GMBH PC-10-DT Feinsäge Prof...","-113.16","0","12.34","-5.5","-106.32"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-4027499-0248329","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-7224208-4956317","Olfa L-schwere Messer Cutter mit Ein Sna...","10.58","0","-3.59","0","6.99"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-8468658-3754763","Tajima Japansäge Magnum 300 (Sägeblatt 3...","27.86","0","-10.45","5.29","22.7"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-5118493-3674751","Tajima Ersatzklingen für Cutter (Breite ...","14.39","0","-4.6","2.73","12.52"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-4535346-0309152","Tajima Ersatzklingen für Cutter (Breite ...","14.57","0","-4.62","2.77","12.72"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-0119458-4493131","beko FoodLine Lebensmittel-Schmieröl H1 ...","14.03","0","-5.59","2.66","11.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-4668566-9860354","Fermit Anti-Seize Kupferpastenspray 400m...","18.02","0","-9.66","3.6","11.96"
"13.1.2023","Veröffentlicht","Commingling VAT","1411041803","Tajima Razar Black 18 mm Klingen, Spender und Karte, 1 Stück, LCB50RBC/K1","0","0","0","-1.17","-1.17"
"13.1.2023","Veröffentlicht","Commingling VAT","1411041803","Tajima Razar Black 18 mm Klingen, Spender und Karte, 1 Stück, LCB50RBC/K1","0","0","0","0.97","0.97"
"13.1.2023","Veröffentlicht","Commingling VAT","1411041583","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","-1.46","-1.46"
"13.1.2023","Veröffentlicht","Commingling VAT","1411041583","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","1.77","1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1411039383","Tajima Razar Black 18 mm Klingen, Spender und Karte, 1 Stück, LCB50RBC/K1","0","0","0","-1.17","-1.17"
"13.1.2023","Veröffentlicht","Commingling VAT","1411039383","Tajima Razar Black 18 mm Klingen, Spender und Karte, 1 Stück, LCB50RBC/K1","0","0","0","0.97","0.97"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-2330115-1141948","Tajima Schlagschnurgerät Chalk-Rite Dura...","26.76","0","-7.23","5.09","24.62"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-5440241-8897919","Fugenmeister,R-03t,Radien AA83-teilig in...","9.31","0","-3.65","1.77","7.43"
"13.1.2023","Veröffentlicht","Commingling VAT","1411036343","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","-1.77","-1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1411036343","beko Fugenschnurz-Set Fugenspachtel - Set 200 5 001","0","0","0","1.47","1.47"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-9262888-3038718","Fugenmeister,R-03t,Radien AA83-teilig in...","9.31","0","-3.65","1.77","7.43"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-6218925-5651551","Tajima Schaber 3 Klingen, Kurzstiel, 200...","19.29","0","-6.07","3.67","16.89"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-0607588-7181906","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-1277680-4894719","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-4282995-5148342","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-4650297-4793934","Fugenmeister OFR-03 Radien optiform 3-te...","8.61","0","-3.4","1.64","6.85"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-3929953-2500304","Tajima Ersatzklingen für Cuttermesser (1...","5.48","0","-2.92","1.04","3.6"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-5803929-1913108","Handbeil, mit Ledergriff, inkl. hochwert...","85.06","-3.35","-19.32","19.51","81.9"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-4191658-0340308","Tajima Schlagschnurgerät Chalk-Rite Jam ...","23.4","0","-6.71","4.45","21.14"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-0556489-3494705","OLFA A1 Cutter Messer, 9 mm","5.35","0","-2.28","0.86","3.93"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-5255467-4693137","Beko Beko-Strukturdicht 310ml weiß-struk...","6.94","0","-4.16","1.32","4.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-1201382-9853120","beko FoodLine Lebensmittel-Silicon 310 m...","13.32","0","-5.17","2.66","10.81"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-5876871-5093168","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Commingling VAT","1411000983","Wekem WS-600-030 HTC-Tube 30 Gramm","0","0","0","-1.55","-1.55"
"13.1.2023","Veröffentlicht","Commingling VAT","1411000893","Wekem WS-600-030 HTC-Tube 30 Gramm","0","0","0","-1.55","-1.55"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-6527385-6465109","Olfa LBB Cuttermesser-Klingen, Schwarz, ...","52.72","-3.19","-16.32","3.19","36.4"
"13.1.2023","Veröffentlicht","Commingling VAT","1410994263","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410994263","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410993923","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410993923","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","3.31","3.31"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-2625297-3545149","HALDER 3377.160 SUPERCRAFT-Schonhammer, ...","55.42","0","-13.41","11.08","53.09"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-3737198-1361948","HW Dübellochbohrer für MAFELL, 10x58mm S...","17.55","-0.67","-4.39","4.01","16.5"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-6875289-4389944","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Verzögert","Bezahlung der Bestellung","305-5378478-3721153","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-2157945-5510712","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-0417246-4984325","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-4642737-2814715","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Verzögert","Bezahlung der Bestellung","302-8279114-1530711","SONAX Aktionsset KratzerEntferner Lack (...","10.46","0","-4.96","1.99","7.49"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-3793653-0273155","Tajima Ersatzklingen für Cutter (Breite ...","28.76","0","-9.18","5.46","25.04"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-8399682-7069955","Tajima DC560 DRIVER Cuttermesser / Cutte...","26.18","0","-8.63","4.97","22.52"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-9652683-9185934","Silky 270-33 Zubat Handsäge mit Scheide,...","56.21","0","-14.84","10.68","52.05"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-7405568-9983526","Tajima Razar Black 18 mm Klingen, Spende...","5.08","0","-3","0.97","3.05"
"13.1.2023","Veröffentlicht","Commingling VAT","1410912703","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410912703","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","3.31","3.31"
"13.1.2023","Veröffentlicht","Commingling VAT","1410910023","Neo Fermit Dichtungsset (1 Rolle Hanf 40g, 1 Tube Neo Fermit Dichtungspaste 150g, 2 Rollen Gewebeband)","0","0","0","-1.55","-1.55"
"13.1.2023","Veröffentlicht","Commingling VAT","1410910023","Neo Fermit Dichtungsset (1 Rolle Hanf 40g, 1 Tube Neo Fermit Dichtungspaste 150g, 2 Rollen Gewebeband)","0","0","0","1.55","1.55"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-8891522-9091530","Tajima RAPID PULL Japansäge 265 mm + zus...","24.88","0","-9.99","4.73","19.62"
"13.1.2023","Veröffentlicht","Erstattung","303-9517029-7299507","Tajima Ersatzklingen für Cutter (Breite ...","-14.6","0","1.81","-2.77","-15.56"
"13.1.2023","Veröffentlicht","Commingling VAT","1410898463","Neo Fermit Dichtungsset (1 Rolle Hanf 40g, 1 Tube Neo Fermit Dichtungspaste 150g, 2 Rollen Gewebeband)","0","0","0","-1.55","-1.55"
"13.1.2023","Veröffentlicht","Commingling VAT","1410898463","Neo Fermit Dichtungsset (1 Rolle Hanf 40g, 1 Tube Neo Fermit Dichtungspaste 150g, 2 Rollen Gewebeband)","0","0","0","1.55","1.55"
"13.1.2023","Veröffentlicht","Commingling VAT","1410820173","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","-2.12","-2.12"
"13.1.2023","Veröffentlicht","Commingling VAT","1410820173","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","2.57","2.57"
"13.1.2023","Veröffentlicht","Commingling VAT","1410819733","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","-2.57","-2.57"
"13.1.2023","Veröffentlicht","Commingling VAT","1410819733","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","2.57","2.57"
"13.1.2023","Veröffentlicht","Commingling VAT","1410819333","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","-2.12","-2.12"
"13.1.2023","Veröffentlicht","Commingling VAT","1410819333","Tajima DFC561W Razar Black Cutter avec blocage par molette/aileron, Noir/Jaune","0","0","0","2.12","2.12"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-3237905-0441105","OLFA LBB 10 18mm 10 ultrascharf Excel Bl...","5","0","-3.1","0.95","2.85"
"13.1.2023","Verzögert","Bezahlung der Bestellung","305-3465307-5311506","Fermitopp N, 310 ml, Kartusche, transpar...","7.57","0","-5.56","2.77","4.78"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-4742954-4818755","Lackhobel/Lackziehklinge LZK-HM für Tisc...","39.78","0","-8.22","7.56","39.12"
"13.1.2023","Veröffentlicht","Commingling VAT","1410804903","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","2.14","2.14"
"13.1.2023","Veröffentlicht","Commingling VAT","1410804903","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","-1.77","-1.77"
"13.1.2023","Veröffentlicht","Commingling VAT","1410797503","Serre-joint mini Quick réversible PIHER - 15 cm - 52415","0","0","0","-3.33","-3.33"
"13.1.2023","Veröffentlicht","Erstattung","028-2301601-4765134","Dewalt Full Carbide SDS-max Hammerbohrer...","-44.5","0","6.35","-8.45","-46.6"
"13.1.2023","Veröffentlicht","Commingling VAT","1410794473","Serre-joint mini Quick réversible PIHER - 15 cm - 52415","0","0","0","-6.66","-6.66"
"13.1.2023","Veröffentlicht","Commingling VAT","1410792133","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","-2.14","-2.14"
"13.1.2023","Veröffentlicht","Commingling VAT","1410792133","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","2.14","2.14"
"13.1.2023","Veröffentlicht","Commingling VAT","1410790303","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","-2.14","-2.14"
"13.1.2023","Veröffentlicht","Commingling VAT","1410790303","Fugenmeister,R-03t,Radien AA83-teilig intransparenter Schachtel","0","0","0","1.77","1.77"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","303-6574173-4385100","Abrechnung für die Rücksendung","0","0","0","-3.69","-3.69"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-2447368-8293104","OLFA Cuttermesser L5 18mm mit X-Design G...","21.54","0","-7.76","4.1","17.88"
"13.1.2023","Veröffentlicht","Erstattung","305-7932625-0560318","SONAX Aktionsset KratzerEntferner Lack (...","-10.46","0","1.5","-1.99","-10.95"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-0521786-5021154","OLFA LB-10B 10 Ersatzklingen für Cutter,...","5.88","0","-2.6","1.12","4.4"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-3559988-5108332","Stubai Packhaken, 90° gebogen 450 g","49.12","0","-7.6","9.34","50.86"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-9758353-0172342","Beko Beko-Strukturdicht 310ml weiß-struk...","13.88","0","-8.31","2.64","8.21"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-0961867-7674767","Silky 350-36 Professionelle BIGBOY Klapp...","61.69","-3.35","-15.68","15.07","57.73"
"13.1.2023","Veröffentlicht","Erstattung","303-3673236-8901105","SONAX Aktionsset KratzerEntferner Lack (...","-10.46","0","1.5","-1.99","-10.95"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-0032015-2981912","Tajima Bandmaß PIT Measure (1 m, selbstk...","7.61","0","-3.25","1.44","5.8"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-4101097-9697127","Kirschen Schreinerklüpfel mit Weißbuchen...","32.91","0","-5.13","6.58","34.36"
"13.1.2023","Veröffentlicht","Erstattung","302-1166066-6923507","Estwing BP-10 Goldpfanne aus schwarzem K...","-13.47","1.67","1.68","-4.36","-14.48"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-4401681-3641942","Tajima Bandmaß PIT Measure (1 m, selbstk...","7.78","0","-3.27","1.48","5.99"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Verzögert","Bezahlung der Bestellung","305-4266548-4921119","Fre-Pro WAVE 2.0 - Pissoir & Urinal Eins...","10.63","0","-3.59","0","7.04"
"13.1.2023","Veröffentlicht","Commingling VAT","1410741543","Fugenmeister OFR-03 Radien optiform 3-teilig in transparenter Schachtel","0","0","0","-1.64","-1.64"
"13.1.2023","Veröffentlicht","Commingling VAT","1410741543","Fugenmeister OFR-03 Radien optiform 3-teilig in transparenter Schachtel","0","0","0","1.64","1.64"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-4109608-5307536","Wekem WS-600-030 HTC-Tube 30 Gramm","6.96","0","-2.96","1.32","5.32"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-6205342-4048330","NEBO NB6714 Poppy LED Laterne","24.8","0","-7.26","4.71","22.25"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-7577177-9756353","Estwing BP-10 Goldpfanne aus schwarzem K...","13.47","0","-5.09","2.69","11.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-0374547-1855535","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.61","2.88","12.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-6311966-6398769","Fermit Kunststoff-Gewindedicht 100g Tube","11.51","0","-4.21","0","7.3"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-3506054-8386739","Fermit Kesselkit Dose 1 000 Gramm 11003","11.21","0","-6.39","2.24","7.06"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-3506126-4274753","Tajima Japansäge Magnum 300 (Sägeblatt 3...","30.85","0","-10.91","5.86","25.8"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Commingling VAT","1410714833","Pool Fermit Silikon-Armaturenfett 100 g Tube, 09124","0","0","0","-2.07","-2.07"
"13.1.2023","Veröffentlicht","Commingling VAT","1410714833","Pool Fermit Silikon-Armaturenfett 100 g Tube, 09124","0","0","0","1.87","1.87"
"13.1.2023","Veröffentlicht","Commingling VAT","1410714363","Pool Fermit Silikon-Armaturenfett 100 g Tube, 09124","0","0","0","-2.07","-2.07"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-0001283-7819512","Tajima Japansäge Magnum 300 (Sägeblatt 3...","31.04","-1.67","-10.94","7.57","26"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Erstattung","028-5746208-6292344","WILPU 3016/150 TWIN CUT Säbelsägeblatt f...","-117.3","0","14.52","-22.3","-125.08"
"13.1.2023","Veröffentlicht","Erstattung","028-3807269-5021903","HALDER | Ø=60 mm | 3209.060","-20.71","0","2.56","-3.94","-22.09"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Erstattung","305-3844667-8968331","Protus Kurvenlinfix - das flexible Kurve...","-24.45","0","3.02","-4.65","-26.08"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-7876552-1452335","Fermit Kunststoff-Gewindedicht 100g Tube","14.76","-1.11","-5.01","4.06","12.7"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Service-Gebühren","---","Frachtkosten für den Transport zum Amazon-Versandzentrum","0","0","0","-1.65","-1.65"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-9473835-6369946","Silky Professionelle SUGOWAZA Säge, 420 ...","120.02","0","-18.2","20","121.82"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-7674251-9253933","Harzgallen-Fräser 100X8X22Z4","114.33","0","-18.55","28.37","124.15"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-9405979-6473969","Estwing BP-10 Goldpfanne aus schwarzem K...","13.47","0","-5.09","2.69","11.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-2557961-8837104","Estwing #16-16 Pfanne mit Lanyard-Loch, ...","15.41","0","-3.12","8.58","20.87"
"13.1.2023","Veröffentlicht","Commingling VAT","1410681023","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","-2.24","-2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410681023","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","2.05","2.05"
"13.1.2023","Veröffentlicht","Commingling VAT","1410678313","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","-2.24","-2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410678313","Tajima DRIVER Cutter mit Razar black Klingen (18 mm, mit Schraubendreher Funktion) - DC560YB","0","0","0","2.24","2.24"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676483","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","-4.45","-4.45"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676483","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","5.38","5.38"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-0322755-0285911","Tajima Ersatzklingen für Cutter (Breite ...","14.38","-0.56","-4.59","3.29","12.52"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676193","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","-4.45","-4.45"
"13.1.2023","Veröffentlicht","Commingling VAT","1410676193","Tajima Schlagschnurgerät Chalk-Rite Jam Free (Schlagschnur 30 m lang, für alle Untergründe, Schlagschnur extrastark, für Kreide, 2-Komponenten-Gehäuse) CR301JFD","0","0","0","5.38","5.38"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-5391367-2022720","Fermit Schweiss-Trennspray 400ml Dose","7.19","0","-4.53","1.37","4.03"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-9953489-8605155","Fermitex Pulver - chemischer Rohrreinige...","14.05","0","-6.98","2.67","9.74"
"13.1.2023","Verzögert","Bezahlung der Bestellung","302-0052996-8749920","Fre-Pro WAVE 2.0 - Pissoir & Urinal Eins...","114.45","-2.99","-27.21","2.99","87.24"
"13.1.2023","Veröffentlicht","Bei Amazon gekaufte Versandetiketten","305-4310390-9473154","Abrechnung für die Rücksendung","0","0","0","-3.69","-3.69"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","303-7070968-0607506","Stubai 3571 Spezial-Stemmeisensatz Korkh...","86.52","-1.67","-16.21","18.97","87.61"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-0138498-8981132","Olfa Rty-4 Hobby Rollenschneider, 18 mm","8.25","0","-2.84","1.65","7.06"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-1166066-6923507","Estwing BP-10 Goldpfanne aus schwarzem K...","13.47","-1.67","-5.09","4.36","11.07"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","304-0983467-1354731","FAMAG Bormax 2.0 prima Staketenbohrersat...","139.33","0","-25.91","33.37","146.79"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-5075255-7437952","SONAX Aktionsset KratzerEntferner Lack (...","10.24","0","-4.93","2.05","7.36"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","306-4039528-7856334","Beko Beko-Strukturdicht 310ml weiß-struk...","6.94","0","-4.16","1.32","4.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-9995658-4181104","Beko Beko-Strukturdicht 310ml weiß-struk...","6.94","0","-4.16","1.32","4.1"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","302-4631183-9137112","Silbergleit Trockengleitmittel - Holzgle...","9.12","0","-3.86","1.82","7.08"
"13.1.2023","Veröffentlicht","Commingling VAT","1410656003","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","-2.71","-2.71"
"13.1.2023","Veröffentlicht","Commingling VAT","1410656003","Tajima DC560 DRIVER Cuttermesser / Cutter Set mit 13 superscharfen RAZAR BLACK Klingen, 18mm, AUTO LOCK - DC560RB13","0","0","0","2.71","2.71"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","028-4968573-9950766","Tajima Ersatzklingen für Cutter (Breite ...","14.38","0","-4.59","2.73","12.52"
"13.1.2023","Veröffentlicht","Nicht verfügbarer Saldo","---","Aktueller Reservebetrag","0","0","0","-713.06","-713.06"
"13.1.2023","Veröffentlicht","Nicht verfügbarer Saldo aus vorausgehender Abrechnung","---","Vorheriger Reserverestbetrag","0","0","0","713.06","713.06"
"13.1.2023","Veröffentlicht","Bezahlung der Bestellung","305-8501258-5153928","Tajima Extrastarke Cutterklinge (Ersatzk...","7.53","0","-6.61","5.42","6.34"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644863","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644863","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644703","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","-14.8","-14.8"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644703","Tajima JUMP-SAW Klappsäge (Japansäge, Säge) mit Feder, Sägeblatt 24 cm - HN240","0","0","0","12.22","12.22"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644663","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","-2.73","-2.73"
"13.1.2023","Veröffentlicht","Commingling VAT","1410644663","Tajima Ersatzklingen für Cutter (Breite 18 mm, 50 Stück in einer Box, Black Blade Klingen, für Pappe, Leder, Folie, Trockenbau geeignet, Ersatzmesser) LCB50RB50H","0","0","0","2.73","2.73"
